T(C),T(K),atFe,atNi,atCr,atAl,atCu,SFE_Fe,SFE_Ni,SFE_Cr,SFE_Al,SFE_Cu,SFE_FeNi,SFE_FeCr,SFE_FeAl,SFE_CrNi,GChemical,dgMagnetic,SFE_mg,dGTotal,SFE,SMix,SFE_class
-272,1,5,23.75,23.75,23.75,23.75,-6.625542991,14.71972388,-40.00432892,39.42576114,8.436128998,1.472316749,1.472316749,2.338840162,0.130523164,361.0225344,233.6021058,13.82484785,594.6246401,51.19058678,1.515494886,Medium
-272,1,6,23.5,23.5,23.5,23.5,-7.95065159,14.56477942,-39.58323072,39.01075313,8.34732764,1.748182413,1.748182413,2.77706495,0.12778977,351.2974575,238.2490015,14.09985661,589.546459,50.89005404,1.530084222,Medium
-272,1,7,23.25,23.25,23.25,23.25,-9.275760188,14.40983496,-39.16213252,38.59574512,8.258526282,2.017848849,2.017848849,3.20544199,0.125085301,341.1969694,242.7877318,14.36846402,583.9847012,50.56090266,1.542892703,Medium
-272,1,8,23,23,23,23,-10.60086879,14.2548905,-38.74103432,38.18073711,8.169724924,2.281316057,2.281316057,3.623971283,0.122409757,330.72107,247.2219601,14.63088687,577.9430301,50.20334945,1.554160184,Medium
-272,1,9,22.75,22.75,22.75,22.75,-11.92597738,14.09994603,-38.31993612,37.7657291,8.080923566,2.538584036,2.538584036,4.032652827,0.119763138,319.8697594,251.555299,14.88733897,571.4250583,49.8176082,1.564065692,Medium
-272,1,10,22.5,22.5,22.5,22.5,-13.25108598,13.94500157,-37.89883792,37.35072108,7.992122209,2.789652787,2.789652787,4.431486623,0.117145443,308.6430375,255.7913115,15.13803118,564.434349,49.40388978,1.572747898,Medium
-272,1,11,22.25,22.25,22.25,22.25,-14.57619458,13.79005711,-37.47773972,36.93571307,7.903320851,3.034522309,3.034522309,4.820472671,0.114556674,297.0409044,259.933512,15.38317149,556.9744163,48.96240218,1.580317318,Medium
-272,1,12,22,22,22,22,-15.90130318,13.63511265,-37.05664152,36.52070506,7.814519493,3.273192603,3.273192603,5.199610971,0.111996829,285.06336,263.9853673,15.62296506,549.0487273,48.49335056,1.586864029,Medium
-272,1,13,21.75,21.75,21.75,21.75,-17.22641178,13.48016819,-36.63554333,36.10569705,7.725718135,3.505663669,3.505663669,5.568901523,0.109465909,272.7104044,267.9502977,15.85761431,540.6607021,47.99693735,1.5924628,Medium
-272,1,14,21.5,21.5,21.5,21.5,-18.55152038,13.32522372,-36.21444513,35.69068904,7.636916777,3.731935506,3.731935506,5.928344327,0.106963914,259.9820375,271.831678,16.08731897,531.8137155,47.47336226,1.597176636,Medium
-272,1,15,21.25,21.25,21.25,21.25,-19.87662897,13.17027926,-35.79334693,35.27568102,7.548115419,3.952008115,3.952008115,6.277939382,0.104490843,246.8782594,275.6328383,16.31227612,522.5110977,46.92282238,1.601059295,Medium
-272,1,16,21,21,21,21,-21.20173757,13.0153348,-35.37224873,34.86067301,7.459314061,4.165881495,4.165881495,6.61768669,0.102046697,233.39907,279.3570651,16.53268025,512.7561351,46.3455122,1.604157143,Medium
-272,1,17,20.75,20.75,20.75,20.75,-22.52684617,12.86039034,-34.95115053,34.445665,7.370512703,4.373555647,4.373555647,6.94758625,0.099631476,219.5444694,283.007602,16.74872332,502.5520714,45.74162369,1.606510533,Medium
-272,1,18,20.5,20.5,20.5,20.5,-23.85195477,12.70544588,-34.53005233,34.03065699,7.281711346,4.575030571,4.575030571,7.267638061,0.09724518,205.3144575,286.5876509,16.96059484,491.9021084,45.11134633,1.608154863,Medium
-272,1,19,20.25,20.25,20.25,20.25,-25.17706337,12.55050141,-34.10895413,33.61564898,7.192909988,4.770306266,4.770306266,7.577842125,0.094887809,190.7090344,290.1003727,17.16848185,480.809407,44.45486719,1.609121397,Medium
-272,1,20,20,20,20,20,-26.50217197,12.39555695,-33.68785593,33.20064096,7.10410863,4.959382732,4.959382732,7.878198441,0.092559363,175.7282,293.5488878,17.37256904,469.2770878,43.77237095,1.609437912,Medium
-272,1,21,19.75,19.75,19.75,19.75,-27.82728056,12.24061249,-33.26675773,32.78563295,7.015307272,5.142259971,5.142259971,8.168707008,0.090259841,160.3719544,296.9362775,17.57303875,457.3082319,43.06403996,1.609129216,Medium
-272,1,22,19.5,19.5,19.5,19.5,-29.15238916,12.08566803,-32.84565953,32.37062494,6.926505914,5.31893798,5.31893798,8.449367827,0.087989244,144.6402975,300.2655845,17.77007106,444.905882,42.33005428,1.608217563,Medium
-272,1,23,19.25,19.25,19.25,19.25,-30.47749776,11.93072357,-32.42456133,31.95561693,6.837704556,5.489416762,5.489416762,8.720180899,0.085747572,128.5332294,303.5398136,17.96384379,432.0730429,41.57059174,1.606723,Medium
-272,1,24,19,19,19,19,-31.80260636,11.77577911,-32.00346314,31.54060892,6.748903198,5.653696315,5.653696315,8.981146222,0.083534825,112.05075,306.7619324,18.15453258,418.8126824,40.78582798,1.604663643,Medium
-272,1,25,18.75,18.75,18.75,18.75,-33.12771496,11.62083464,-31.58236494,31.1256009,6.66010184,5.811776639,5.811776639,9.232263798,0.081351002,95.19285938,309.9348724,18.34231091,405.1277318,39.97593649,1.602055915,Medium
-272,1,26,18.5,18.5,18.5,18.5,-34.45282356,11.46589018,-31.16126674,30.71059289,6.571300483,5.963657736,5.963657736,9.473533625,0.079196105,77.9595575,313.0615295,18.52735016,391.021087,39.14108862,1.598914744,Medium
-272,1,27,18.25,18.25,18.25,18.25,-35.77793215,11.31094572,-30.74016854,30.29558488,6.482499125,6.109339603,6.109339603,9.704955704,0.077070132,60.35084438,316.1447643,18.70981963,376.4956087,38.2814537,1.595253724,Medium
-272,1,28,18,18,18,18,-37.10304075,11.15600126,-30.31907034,29.88057687,6.393697767,6.248822243,6.248822243,9.926530035,0.074973084,42.36672,319.1874035,18.8898866,361.5541235,37.39719901,1.591085257,Medium
-272,1,29,17.75,17.75,17.75,17.75,-38.42814935,11.0010568,-29.89797214,29.46556886,6.304896409,6.382105654,6.382105654,10.13825662,0.072904961,24.00718438,322.1922402,19.06771638,346.1994246,36.48848983,1.586420679,Medium
-272,1,30,17.5,17.5,17.5,17.5,-39.75325795,10.84611233,-29.47687394,29.05056084,6.216095051,6.509189836,6.509189836,10.34013545,0.070865762,5.2722375,325.1620343,19.24347229,330.4342718,35.55548952,1.581270355,Medium
-272,1,31,17.25,17.25,17.25,17.25,-41.07836655,10.69116787,-29.05577574,28.63555283,6.127293693,6.63007479,6.63007479,10.53216654,0.068855488,-13.83812063,328.0995135,19.41731577,314.2613928,34.59835949,1.575643774,Medium
-272,1,32,17,17,17,17,-42.40347515,10.53622341,-28.63467754,28.22054482,6.038492335,6.744760516,6.744760516,10.71434988,0.06687414,-33.32389,331.0073738,19.58940637,297.6834838,33.6172593,1.569549623,Medium
-272,1,33,16.75,16.75,16.75,16.75,-43.72858374,10.38127895,-28.21357934,27.80553681,5.949690977,6.853247013,6.853247013,10.88668547,0.064921715,-53.18507062,333.8882801,19.7599018,280.7032095,32.61234666,1.562995858,Medium
-272,1,34,16.5,16.5,16.5,16.5,-45.05369234,10.22633449,-27.79248114,27.3905288,5.86088962,6.955534282,6.955534282,11.04917331,0.062998216,-73.4216625,336.7448668,19.92895797,263.3232043,31.58377747,1.555989756,Medium
-272,1,35,16.25,16.25,16.25,16.25,-46.37880094,10.07139002,-27.37138294,26.97552078,5.772088262,7.051622322,7.051622322,11.20181341,0.061103642,-94.03366562,339.5797381,20.09672899,245.5460725,30.53170587,1.548537974,Medium
-272,1,36,16,16,16,16,-47.70390954,9.916445562,-26.95028475,26.56051277,5.683286904,7.141511134,7.141511134,11.34460575,0.059237992,-115.02108,342.395469,20.26336726,227.374389,29.45628423,1.540646586,Medium
-272,1,37,15.75,15.75,15.75,15.75,-49.02901814,9.7615011,-26.52918655,26.14550476,5.594485546,7.225200718,7.225200718,11.47755035,0.057401267,-136.3839056,345.1946056,20.42902346,208.8107,28.35766324,1.532321128,Medium
-272,1,38,15.5,15.5,15.5,15.5,-50.35412674,9.606556639,-26.10808835,25.73049675,5.505684188,7.302691073,7.302691073,11.6006472,0.055593467,-158.1221425,347.9796655,20.59384659,189.857523,27.2359919,1.52356663,Medium
-272,1,39,15.25,15.25,15.25,15.25,-51.67923533,9.451612177,-25.68699015,25.31548874,5.41688283,7.3739822,7.3739822,11.71389631,0.053814592,-180.2357906,350.7531386,20.757984,170.517348,26.09141756,1.514387647,Medium
-272,1,40,15,15,15,15,-53.00434393,9.296667715,-25.26589195,24.90048072,5.328081472,7.439074098,7.439074098,11.81729766,0.052064642,-202.72485,353.5174875,20.92158142,150.7926375,24.92408595,1.504788284,Low
-173,100,5,23.75,23.75,23.75,23.75,-5.363235092,16.46605318,-40.231143,46.38324841,8.714428488,1.472316749,1.472316749,2.338840162,4.129338967,597.8617813,173.0755452,10.24281468,770.9373265,61.62497929,1.515494886,Medium
-173,100,6,23.5,23.5,23.5,23.5,-6.435882111,16.29272631,-39.80765729,45.89500369,8.622697662,1.748182413,1.748182413,2.77706495,4.04286306,589.430325,173.9954811,10.29725757,763.4258061,61.18043867,1.530084222,Medium
-173,100,7,23.25,23.25,23.25,23.25,-7.508529129,16.11939943,-39.38417157,45.40675897,8.530966836,2.017848849,2.017848849,3.20544199,3.957302241,580.6384313,174.8271617,10.34647741,755.4655929,60.70934387,1.542892703,Medium
-173,100,8,23,23,23,23,-8.581176148,15.94607256,-38.96068586,44.91851425,8.43923601,2.281316057,2.281316057,3.623971283,3.872656512,571.4861,175.5736041,10.39065275,747.0597041,60.21187347,1.554160184,Medium
-173,100,9,22.75,22.75,22.75,22.75,-9.653823166,15.77274568,-38.53720014,44.43026953,8.347505184,2.538584036,2.538584036,4.032652827,3.788925871,561.9733313,176.237763,10.42995846,738.2110943,59.68820231,1.564065692,Medium
-173,100,10,22.5,22.5,22.5,22.5,-10.72647018,15.59941881,-38.11371442,43.94202481,8.255774357,2.789652787,2.789652787,4.431486623,3.706110319,552.100125,176.8225302,10.46456567,728.9226552,59.13850154,1.572747898,Medium
-173,100,11,22.25,22.25,22.25,22.25,-11.7991172,15.42609193,-37.69022871,43.45378009,8.164043531,3.034522309,3.034522309,4.820472671,3.624209857,541.8664813,177.3307341,10.49464178,719.1972154,58.56293856,1.580317318,Medium
-173,100,12,22,22,22,22,-12.87176422,15.25276505,-37.26674299,42.96553537,8.072312705,3.273192603,3.273192603,5.199610971,3.543224483,531.2724,177.7651403,10.52035044,709.0375403,57.96167701,1.586864029,Medium
-173,100,13,21.75,21.75,21.75,21.75,-13.94441124,15.07943818,-36.84325728,42.47729065,7.980581879,3.505663669,3.505663669,5.568901523,3.463154198,520.3178813,178.1284501,10.54185155,698.4463314,57.33487679,1.5924628,Medium
-173,100,14,21.5,21.5,21.5,21.5,-15.01705826,14.9061113,-36.41977156,41.98904593,7.888851053,3.731935506,3.731935506,5.928344327,3.383999003,509.002925,178.423301,10.55930117,687.426226,56.68269398,1.597176636,Medium
-173,100,15,21.25,21.25,21.25,21.25,-16.08970528,14.73278443,-35.99628585,41.50080121,7.797120226,3.952008115,3.952008115,6.277939382,3.305758896,497.3275313,178.6522656,10.57285157,675.9797969,56.00528081,1.601059295,Medium
-173,100,16,21,21,21,21,-17.1623523,14.55945755,-35.57280013,41.01255649,7.7053894,4.165881495,4.165881495,6.61768669,3.228433878,485.2917,178.8178511,10.58265111,664.1095511,55.30278568,1.604157143,Medium
-173,100,17,20.75,20.75,20.75,20.75,-18.23499931,14.38613068,-35.14931441,40.52431177,7.613658574,4.373555647,4.373555647,6.94758625,3.152023949,472.8954313,178.9224982,10.58884425,651.8179295,54.57535303,1.606510533,Medium
-173,100,18,20.5,20.5,20.5,20.5,-19.30764633,14.2128038,-34.7258287,40.03606704,7.521927748,4.575030571,4.575030571,7.267638061,3.07652911,460.138725,178.968581,10.59157148,639.107306,53.82312336,1.608154863,Medium
-173,100,19,20.25,20.25,20.25,20.25,-20.38029335,14.03947693,-34.30234298,39.54782232,7.430196922,4.770306266,4.770306266,7.577842125,3.001949359,447.0215813,178.958405,10.59096925,625.9799862,53.04623311,1.609121397,Medium
-173,100,20,20,20,20,20,-21.45294037,13.86615005,-33.87885727,39.0595776,7.338466095,4.959382732,4.959382732,7.878198441,2.928284697,433.544,178.8942068,10.58716993,612.4382068,52.24481465,1.609437912,Medium
-173,100,21,19.75,19.75,19.75,19.75,-22.52558739,13.69282317,-33.45537155,38.57133288,7.246735269,5.142259971,5.142259971,8.168707008,2.855535124,419.7059813,178.7781526,10.5803017,598.4841338,51.41899617,1.609129216,Medium
-173,100,22,19.5,19.5,19.5,19.5,-23.59823441,13.5194963,-33.03188583,38.08308816,7.155004443,5.31893798,5.31893798,8.449367827,2.78370064,405.507525,178.6123364,10.5704885,584.1198614,50.5689016,1.608217563,Medium
-173,100,23,19.25,19.25,19.25,19.25,-24.67088142,13.34616942,-32.60840012,37.59484344,7.063273617,5.489416762,5.489416762,8.720180899,2.712781245,390.9486313,178.3987791,10.55784993,569.3474103,49.69465054,1.606723,Medium
-173,100,24,19,19,19,19,-25.74352844,13.17284255,-32.1849144,37.10659872,6.971542791,5.653696315,5.653696315,8.981146222,2.642776939,376.0293,178.1394264,10.54250114,554.1687264,48.79635815,1.604663643,Medium
-173,100,25,18.75,18.75,18.75,18.75,-26.81617546,12.99951567,-31.76142869,36.618354,6.879811964,5.811776639,5.811776639,9.232263798,2.573687722,360.7495313,177.8361473,10.52455272,538.5856786,47.87413501,1.602055915,Medium
-173,100,26,18.5,18.5,18.5,18.5,-27.88882248,12.8261888,-31.33794297,36.13010928,6.788081138,5.963657736,5.963657736,9.473533625,2.505513594,345.109325,177.4907317,10.50411062,522.6000567,46.92808708,1.598914744,Medium
-173,100,27,18.25,18.25,18.25,18.25,-28.9614695,12.65286192,-30.91445726,35.64186456,6.696350312,6.109339603,6.109339603,9.704955704,2.438254555,329.1086813,177.1048884,10.48127596,506.2135696,45.95831547,1.595253724,Medium
-173,100,28,18,18,18,18,-30.03411652,12.47953504,-30.49097154,35.15361984,6.604619486,6.248822243,6.248822243,9.926530035,2.371910604,312.7476,176.6802425,10.45614491,489.4278425,44.96491636,1.591085257,Medium
-173,100,29,17.75,17.75,17.75,17.75,-31.10676353,12.30620817,-30.06748582,34.66537512,6.51288866,6.382105654,6.382105654,10.13825662,2.306481743,296.0260813,176.2183332,10.42880857,472.2444144,43.94798084,1.586420679,Medium
-173,100,30,17.5,17.5,17.5,17.5,-32.17941055,12.13288129,-29.64400011,34.1771304,6.421157834,6.509189836,6.509189836,10.34013545,2.241967971,278.944125,175.7206103,10.39935275,454.6647353,42.90759471,1.581270355,Medium
-173,100,31,17.25,17.25,17.25,17.25,-33.25205757,11.95955442,-29.22051439,33.68888568,6.329427007,6.63007479,6.63007479,10.53216654,2.178369288,261.5017313,175.1884315,10.36785778,436.6901628,41.84383834,1.575643774,Medium
-173,100,32,17,17,17,17,-34.32470459,11.78622754,-28.79702868,33.20064096,6.237696181,6.744760516,6.744760516,10.71434988,2.115685693,243.6989,174.623059,10.33439837,418.321959,40.7567864,1.569549623,Medium
-173,100,33,16.75,16.75,16.75,16.75,-35.39735161,11.61290067,-28.37354296,32.71239624,6.145965355,6.853247013,6.853247013,10.88668547,2.053917188,225.5356313,174.0256553,10.29904332,399.5612866,39.6465077,1.562995858,Medium
-173,100,34,16.5,16.5,16.5,16.5,-36.46999863,11.43957379,-27.95005724,32.22415152,6.054234529,6.955534282,6.955534282,11.04917331,1.993063772,207.011925,173.3972798,10.26185531,380.4092048,38.51306493,1.555989756,Medium
-173,100,35,16.25,16.25,16.25,16.25,-37.54264565,11.26624692,-27.52657153,31.7359068,5.962503703,7.051622322,7.051622322,11.20181341,1.933125444,188.1277813,172.7388836,10.22289065,360.8666648,37.35651439,1.548537974,Medium
-173,100,36,16,16,16,16,-38.61529266,11.09292004,-27.10308581,31.24766208,5.870772876,7.141511134,7.141511134,11.34460575,1.874102206,168.8832,172.0513053,10.18219896,340.9345053,36.17690571,1.540646586,Medium
-173,100,37,15.75,15.75,15.75,15.75,-39.68793968,10.91959316,-26.6796001,30.75941736,5.77904205,7.225200718,7.225200718,11.47755035,1.815994057,149.2781813,171.3352653,10.13982287,320.6134466,34.97428151,1.532321128,Medium
-173,100,38,15.5,15.5,15.5,15.5,-40.7605867,10.74626629,-26.25611438,30.27117264,5.687311224,7.302691073,7.302691073,11.6006472,1.758800996,129.312725,170.5913603,10.09579769,299.9040853,33.74867711,1.52356663,Medium
-173,100,39,15.25,15.25,15.25,15.25,-41.83323372,10.57293941,-25.83262867,29.78292792,5.595580398,7.3739822,7.3739822,11.71389631,1.702523024,108.9868313,169.8200565,10.05015102,278.8068878,32.5001201,1.514387647,Medium
-173,100,40,15,15,15,15,-42.90588074,10.39961254,-25.40914295,29.2946832,5.503849572,7.439074098,7.439074098,11.81729766,1.647160142,88.3005,169.0216832,10.00290235,257.3221832,31.22862998,1.504788284,Medium
-73,200,5,23.75,23.75,23.75,23.75,-4.088176608,18.23002218,-40.46024814,53.41101332,8.995539085,1.472316749,1.472316749,2.338840162,8.168546849,837.0933438,20.38394159,1.20634568,857.4772853,66.74651602,1.515494886,Medium
-73,200,6,23.5,23.5,23.5,23.5,-4.90581193,18.03812721,-40.03435079,52.84879212,8.9008492,1.748182413,1.748182413,2.77706495,7.997482544,829.968575,20.00010727,1.183629912,849.9686823,66.30214804,1.530084222,Medium
-73,200,7,23.25,23.25,23.25,23.25,-5.723447251,17.84623224,-39.60845344,52.28657093,8.806159315,2.017848849,2.017848849,3.20544199,7.828228443,822.4984938,19.62184764,1.161244062,842.1203414,65.83767398,1.542892703,Medium
-73,200,8,23,23,23,23,-6.541082573,17.65433727,-39.18255609,51.72434974,8.711469429,2.281316057,2.281316057,3.623971283,7.660784546,814.6831,19.24928496,1.139195363,833.932385,65.35310107,1.554160184,Medium
-73,200,9,22.75,22.75,22.75,22.75,-7.358717895,17.4624423,-38.75665874,51.16212854,8.616779544,2.538584036,2.538584036,4.032652827,7.495150854,806.5223938,18.88253754,1.117490819,825.4049313,64.84843632,1.564065692,Medium
-73,200,10,22.5,22.5,22.5,22.5,-8.176353216,17.27054733,-38.3307614,50.59990735,8.522089659,2.789652787,2.789652787,4.431486623,7.331327366,798.016375,18.52171792,1.096137089,816.5380929,64.32368638,1.572747898,Medium
-73,200,11,22.25,22.25,22.25,22.25,-8.993988538,17.07865235,-37.90486405,50.03768616,8.427399774,3.034522309,3.034522309,4.820472671,7.169314082,789.1650438,18.16693148,1.075140409,807.3319752,63.77885748,1.580317318,Medium
-73,200,12,22,22,22,22,-9.81162386,16.88675738,-37.4789667,49.47546497,8.332709889,3.273192603,3.273192603,5.199610971,7.009111003,779.9684,17.81827537,1.05450653,797.7866754,63.21395539,1.586864029,Medium
-73,200,13,21.75,21.75,21.75,21.75,-10.62925918,16.69486241,-37.05306935,48.91324377,8.238020004,3.505663669,3.505663669,5.568901523,6.850718127,770.4264438,17.47583769,1.034240664,787.9022814,62.62898531,1.5924628,Medium
-73,200,14,21.5,21.5,21.5,21.5,-11.4468945,16.50296744,-36.627172,48.35102258,8.143330119,3.731935506,3.731935506,5.928344327,6.694135457,760.539175,17.13969698,1.014347461,777.678872,62.0239519,1.597176636,Medium
-73,200,15,21.25,21.25,21.25,21.25,-12.26452982,16.31107247,-36.20127465,47.78880139,8.048640234,3.952008115,3.952008115,6.277939382,6.53936299,750.3065938,16.80992188,0.994830982,767.1165156,61.3988592,1.601059295,Medium
-73,200,16,21,21,21,21,-13.08216515,16.1191775,-35.7753773,47.22658019,7.953950349,4.165881495,4.165881495,6.61768669,6.386400728,739.7287,16.48657092,0.975694692,756.2152709,60.7537107,1.604157143,Medium
-73,200,17,20.75,20.75,20.75,20.75,-13.89980047,15.92728253,-35.34947995,46.664359,7.859260464,4.373555647,4.373555647,6.94758625,6.23524867,728.8054938,16.16969258,0.956941458,744.9751863,60.08850925,1.606510533,Medium
-73,200,18,20.5,20.5,20.5,20.5,-14.71743579,15.73538756,-34.9235826,46.10213781,7.764570578,4.575030571,4.575030571,7.267638061,6.085906816,717.536975,15.8593253,0.938573556,733.3963003,59.40325713,1.608154863,Medium
-73,200,19,20.25,20.25,20.25,20.25,-15.53507111,15.54349259,-34.49768526,45.53991662,7.669880693,4.770306266,4.770306266,7.577842125,5.938375166,705.9231438,15.55549773,0.920592683,721.4786415,58.69795604,1.609121397,Medium
-73,200,20,20,20,20,20,-16.35270643,15.35159762,-34.07178791,44.97769542,7.575190808,4.959382732,4.959382732,7.878198441,5.792653721,693.964,15.25822899,0.902999969,709.222229,57.97260711,1.609437912,Medium
-73,200,21,19.75,19.75,19.75,19.75,-17.17034175,15.15970265,-33.64589056,44.41547423,7.480500923,5.142259971,5.142259971,8.168707008,5.64874248,681.6595438,14.967529,0.885796001,696.6270728,57.22721092,1.609129216,Medium
-73,200,22,19.5,19.5,19.5,19.5,-17.98797708,14.96780768,-33.21999321,43.85325304,7.385811038,5.31893798,5.31893798,8.449367827,5.506641444,669.009775,14.68339888,0.868980845,683.6931739,56.46176755,1.608217563,Medium
-73,200,23,19.25,19.25,19.25,19.25,-18.8056124,14.77591271,-32.79409586,43.29103185,7.291121153,5.489416762,5.489416762,8.720180899,5.366350611,656.0146938,14.40583134,0.852554072,670.4205251,55.67627656,1.606723,Medium
-73,200,24,19,19,19,19,-19.62324772,14.58401774,-32.36819851,42.72881065,7.196431268,5.653696315,5.653696315,8.981146222,5.227869983,642.6743,14.13481117,0.836514778,656.8091112,54.87073704,1.604663643,Medium
-73,200,25,18.75,18.75,18.75,18.75,-20.44088304,14.39212277,-31.94230116,42.16658946,7.101741383,5.811776639,5.811776639,9.232263798,5.09119956,628.9885938,13.87031565,0.820861622,642.8589094,54.04514767,1.602055915,Medium
-73,200,26,18.5,18.5,18.5,18.5,-21.25851836,14.2002278,-31.51640381,41.60436827,7.007051498,5.963657736,5.963657736,9.473533625,4.95633934,614.957575,13.61231511,0.805592846,628.5698901,53.19950667,1.598914744,Medium
-73,200,27,18.25,18.25,18.25,18.25,-22.07615368,14.00833283,-31.09050647,41.04214707,6.912361612,6.109339603,6.109339603,9.704955704,4.823289325,600.5812438,13.36077331,0.790706306,613.9420171,52.33381191,1.595253724,Medium
-73,200,28,18,18,18,18,-22.89378901,13.81643786,-30.66460912,40.47992588,6.817671727,6.248822243,6.248822243,9.926530035,4.692049514,585.8596,13.11564801,0.776199502,598.975248,51.44806088,1.591085257,Medium
-73,200,29,17.75,17.75,17.75,17.75,-23.71142433,13.62454289,-30.23871177,39.91770469,6.722981842,6.382105654,6.382105654,10.13825662,4.562619908,570.7926438,12.87689141,0.762069605,583.6695352,50.54225076,1.586420679,Medium
-73,200,30,17.5,17.5,17.5,17.5,-24.52905965,13.43264792,-29.81281442,39.3554835,6.628291957,6.509189836,6.509189836,10.34013545,4.435000505,555.380375,12.64445062,0.748313485,568.0248256,49.61637842,1.581270355,Medium
-73,200,31,17.25,17.25,17.25,17.25,-25.34669497,13.24075295,-29.38691707,38.7932623,6.533602072,6.63007479,6.63007479,10.53216654,4.309191307,539.6227938,12.41826813,0.734927739,552.0410619,48.67044045,1.575643774,Medium
-73,200,32,17,17,17,17,-26.16433029,13.04885798,-28.96101972,38.23104111,6.438912187,6.744760516,6.744760516,10.71434988,4.185192314,523.5199,12.19828226,0.721908716,535.7181823,47.7044332,1.569549623,Medium
-73,200,33,16.75,16.75,16.75,16.75,-26.98196561,12.85696301,-28.53512237,37.66881992,6.344222302,6.853247013,6.853247013,10.88668547,4.063003524,507.0716938,11.9844276,0.709252545,519.0561213,46.71835281,1.562995858,Medium
-73,200,34,16.5,16.5,16.5,16.5,-27.79960094,12.66506804,-28.10922502,37.10659872,6.249532417,6.955534282,6.955534282,11.04917331,3.942624939,490.278175,11.77663543,0.69695516,502.0548104,45.7121952,1.555989756,Medium
-73,200,35,16.25,16.25,16.25,16.25,-28.61723626,12.47317307,-27.68332767,36.54437753,6.154842532,7.051622322,7.051622322,11.20181341,3.824056558,473.1393438,11.57483411,0.68501232,484.7141779,44.68595613,1.548537974,Medium
-73,200,36,16,16,16,16,-29.43487158,12.2812781,-27.25743033,35.98215634,6.060152647,7.141511134,7.141511134,11.34460575,3.707298382,455.6552,11.3789495,0.673419638,467.0341495,43.63963122,1.540646586,Medium
-73,200,37,15.75,15.75,15.75,15.75,-30.2525069,12.08938313,-26.83153298,35.41993515,5.965462761,7.225200718,7.225200718,11.47755035,3.592350409,437.8257438,11.18890531,0.662172599,449.0146491,42.57321596,1.532321128,Medium
-73,200,38,15.5,15.5,15.5,15.5,-31.07014222,11.89748816,-26.40563563,34.85771395,5.870772876,7.302691073,7.302691073,11.6006472,3.479212641,419.650975,11.00462346,0.651266582,430.6555985,41.48670571,1.52356663,Medium
-73,200,39,15.25,15.25,15.25,15.25,-31.88777754,11.70559319,-25.97973828,34.29549276,5.776082991,7.3739822,7.3739822,11.71389631,3.367885078,401.1308938,10.82602441,0.64069688,411.9569182,40.38009578,1.514387647,Medium
-73,200,40,15,15,15,15,-32.70541287,11.51369822,-25.55384093,33.73327157,5.681393106,7.439074098,7.439074098,11.81729766,3.258367718,382.2655,10.65302751,0.630458719,392.9185275,39.25338139,1.504788284,Medium
27,300,5,23.75,23.75,23.75,23.75,-2.813118124,19.99399117,-40.68935328,60.43877823,9.276649681,1.472316749,1.472316749,2.338840162,12.20775473,1076.324906,3.924637454,0.232264669,1080.249544,79.93044073,1.515494886,Medium
27,300,6,23.5,23.5,23.5,23.5,-3.375741749,19.7835281,-40.26104429,59.80258056,9.179000737,1.748182413,1.748182413,2.77706495,11.95210203,1070.506825,3.85797003,0.228319212,1074.364795,79.58217437,1.530084222,Medium
27,300,7,23.25,23.25,23.25,23.25,-3.938365374,19.57306504,-39.83273531,59.16638289,9.081351793,2.017848849,2.017848849,3.20544199,11.69915464,1064.358556,3.79153009,0.224387218,1068.150086,79.21438059,1.542892703,Medium
27,300,8,23,23,23,23,-4.500988998,19.36260197,-39.40442633,58.53018523,8.983702849,2.281316057,2.281316057,3.623971283,11.44891258,1057.8801,3.725429407,0.220475302,1061.605529,78.827066,1.554160184,Medium
27,300,9,22.75,22.75,22.75,22.75,-5.063612623,19.15213891,-38.97611735,57.89398756,8.886053905,2.538584036,2.538584036,4.032652827,11.20137584,1051.071456,3.659769765,0.216589487,1054.731226,78.42023663,1.564065692,Medium
27,300,10,22.5,22.5,22.5,22.5,-5.626236248,18.94167584,-38.54780837,57.2577899,8.788404961,2.789652787,2.789652787,4.431486623,10.95654441,1043.932625,3.59464361,0.212735244,1047.527269,77.99389794,1.572747898,Medium
27,300,11,22.25,22.25,22.25,22.25,-6.188859873,18.73121278,-38.11949938,56.62159223,8.690756017,3.034522309,3.034522309,4.820472671,10.71441831,1036.463606,3.530134668,0.208917529,1039.993741,77.5480549,1.580317318,Medium
27,300,12,22,22,22,22,-6.751483498,18.52074971,-37.6911904,55.98539457,8.593107073,3.273192603,3.273192603,5.199610971,10.47499752,1028.6644,3.466318527,0.205140814,1032.130719,77.08271197,1.586864029,Medium
27,300,13,21.75,21.75,21.75,21.75,-7.314107123,18.31028665,-37.26288142,55.3491969,8.495458129,3.505663669,3.505663669,5.568901523,10.23828206,1020.535006,3.403263189,0.201409125,1023.938269,76.59787318,1.5924628,Medium
27,300,14,21.5,21.5,21.5,21.5,-7.876730747,18.09982358,-36.83457244,54.71299924,8.397809185,3.731935506,3.731935506,5.928344327,10.00427191,1012.075425,3.341029588,0.197726067,1015.416455,76.09354214,1.597176636,Medium
27,300,15,21.25,21.25,21.25,21.25,-8.439354372,17.88936052,-36.40626346,54.07680157,8.300160241,3.952008115,3.952008115,6.277939382,9.772967084,1003.285656,3.279672074,0.194094857,1006.565328,75.56972205,1.601059295,Medium
